,id,iata,icao,description
3828,14156,PLW,WAML,"Palu, Indonesia: Palu Celebes-Mutiara Indon."
3829,14157,PLY,K1P1,"Plymouth, IN: Plymouth Municipal"
3830,14159,PMA,HTPE,"Pemba Island, Tanzania: Pemba"
3831,14160,PMB,KPMB,"Pembina, ND: Pembina Municipal"
3832,14161,PMC,SCTE,"Puerto Montt, Chile: El Tepual International"
3833,14162,PMD,KPMD,"Palmdale, CA: Palmdale USAF Plant 42"
3834,14163,PMF,LIMP,"Parma, Italy: Parma Airport"
3835,14165,PMH,KPMH,"Portsmouth, OH: Greater Portsmouth Regional"
3836,14166,PMI,LEPA,"Palma Mallorca, Spain: Palma de Mallorca"
3837,14167,PML,PAAL,"Port Moller, AK: Port Moller Airport"
3838,14168,PMO,LICJ,"Palermo, Italy: Palermo Airport"
3840,14170,PMQ,SAWP,"Perito Moreno, Argentina: Perito Moreno Airport"
3841,14171,PMR,NZPM,"Palmerston, New Zealand: Palmerston North"
3842,14172,PMS,OSPR,"Palmyra, Syria: Palmyra Airport"
3844,14174,PMV,SVMG,"Porlamar, Venezuela: General Santiago Marino International"
3845,14175,PMW,SBPJ,"Palmas, Brazil: Palmas Airport"
3846,14176,PMY,SAVY,"El Tehuelche, Argentina: Puerto Madryn"
3847,14177,PMZ,MRPM,"Palmar, Costa Rica: Palmar Sur"
3848,14178,PNA,LEPP,"Pamplona, Spain: Pamplona Airport"
3849,14179,PNB,SBPN,"Porto Nacional, Brazil: Porto Nacional Airport"
3850,14180,PNC,KPNC,"Ponca City, OK: Ponca City Regional"
3852,14182,PNE,KPNE,"Philadelphia, PA: Northeast Philadelphia"
3854,14184,PNG,SSPG,"Paranagua, Brazil: Paranagua Airport"
3855,14185,PNH,VDPP,"Phnom Penh, Cambodia: Phnom Penh International"
3856,14186,PNI,PTPN,"Pohnpei, Federated States of Micronesia: Pohnpei International"
3857,14187,PNK,WIOO,"Pontianak, Indonesia: Supadio"
3858,14188,PNL,LICG,"Pantelleria, Italy: Pantelleria Airport"
3860,14190,PNP,AYGR,"Popondetta, Papua New Guinea: Girua"
3861,14191,PNQ,VAPO,"Pune, India: Pune Airport"
3862,14192,PNR,FCPP,"Pointe Noire, Congo (Brazaville): Antonio Agostinho Neto"
3863,14193,PNS,KPNS,"Pensacola, FL: Pensacola International"
3864,14194,PNX,KGYI,"Sherman-Denison, TX: Sherman-Denison Airport"
3865,14195,PNZ,SBPL,"Petrolina, Brazil: Petrolina Airport"
3866,14197,POB,KPOB,"Fayetteville, NC: Pope AAF"
3867,14198,POC,KPOC,"La Verne, CA: Brackett Field"
3868,14200,POE,KPOE,"Fort Polk, LA: Polk AAF"
3869,14201,POF,KPOF,"Poplar Bluff, MO: Hayes Field"
3870,14202,POG,FOOG,"Port Gentil, Gabon: Port Gentil Airport"
3871,14203,POH,KPOH,"Pocahontas, IA: Pocahontas Municipal"
3872,14204,POI,SLPO,"Potosi, Bolivia: Capitan Nicolas Rojas"
3873,14205,POL,FQPB,"Pemba, Mozambique: Pemba Airport"
3874,14206,POM,AYPY,"Port Moresby, Papua New Guinea: Port Moresby International"
3875,14207,POP,MDPP,"Puerto Plata, Dominican Republic: Gregorio Luperon International"
3877,14209,POR,EFPO,"Pori, Finland: Pori Airport"
3878,14210,POS,TTPP,"Port of Spain, Trinidad and Tobago: Piarco"
3879,14211,POT,MKKJ,"Port Antonio, Jamaica: Ken Jones"
3880,14212,POU,KPOU,"Poughkeepsie, NY: Hudson Valley Regional"
3881,14213,POW,LJPZ,"Portoroz, Slovenia: Portoroz Airport"
3882,14214,POX,LFPT,"Pontoise, France: Pontoise Cormeilles en Vexin"
3883,14215,POY,KPOY,"Powell, WY: Powell Municipal"
3884,14216,POZ,EPPO,"Poznan, Poland: Lawica"
3885,14217,PPB,SBDN,"Pres. Prudente, Brazil: A. de Barros"
3886,14218,PPC,PAPR,"Prospect Creek, AK: Prospect Creek Airport"
3888,14220,PPE,MMPE,"Puerto Penasco, Mexico: Puerto Penasco Airport"
3889,14221,PPF,KPPF,"Parsons, KS: Tri City"
3890,14222,PPG,NSTU,"Pago Pago, TT: Pago Pago International"
3891,14223,PPM,KPMP,"Pompano Beach, FL: Pompano Beach Airpark"
3892,14224,PPN,SKPP,"Popayan, Colombia: Machangara"
3894,14226,PPP,YBPN,"Proserpine, Australia: Proserpine Whitsunday Coast"
3895,14228,PPT,NTAA,"Papeete, French Polynesia: Tahiti Faa'a"
3898,14233,PQQ,YPMQ,"Port Macquarie, Australia: Port Macquarie Airport"
3899,14234,PQS,K0AK,"Pilot Station, AK: Pilot Station Airport"
3900,14235,PRA,SAAP,"Parana, Argentina: General Urquiza"
3901,14236,PRB,KPRB,"Paso Robles, CA: Paso Robles Municipal"
3902,14238,PRD,YPDO,"Pine Ridge, SD: Pine Ridge Airport"
3903,14239,PRG,LKPR,"Prague, Czech Republic: Ruzyne"
3904,14240,PRI,FSPP,"Praslin, Seychelles: Praslin Airport"
3907,14245,PRU,VYPY,"Pyay, Burma: Pyay Airport"
3908,14246,PRV,LKPO,"Prerov, Czech Republic: Prerov Airport"
3909,14247,PRX,KPRX,"Paris, TX: Cox Field"
3910,14248,PRY,FAWB,"Pretoria, South Africa: Wonderboom"
3911,14249,PRZ,KS39,"Prineville, OR: Prineville Airport"
3912,14250,PSA,LIRP,"Pisa, Italy: Pisa Airport"
3913,14251,PSB,KPSB,"Philipsburg, PA: Mid State"
3914,14252,PSC,KPSC,"Pasco/Kennewick/Richland, WA: Tri Cities"
3915,14253,PSD,HEPS,"Port Said, Egypt: Port Said Airport"
3916,14254,PSE,TJPS,"Ponce, PR: Mercedita"
3917,14255,PSF,KPSF,"Pittsfield, MA: Pittsfield Municipal"
3918,14256,PSG,PAPG,"Petersburg, AK: Petersburg James A Johnson"
3919,14257,PSI,OPPI,"Pasni, Pakistan: Pasni Airport"
3920,14258,PSK,KPSK,"Dublin, VA: New River Valley"
3921,14259,PSM,KPSM,"Portsmouth, NH: Portsmouth International at Pease"
3922,14260,PSN,KPSN,"Palestine, TX: Palestine Municipal"
3923,14261,PSO,SKPS,"Pasto, Colombia: Pasto Airport"
3924,14262,PSP,KPSP,"Palm Springs, CA: Palm Springs International"
3925,14263,PSR,LIBP,"Pescara, Italy: Pescara Airport"
3926,14264,PSS,SARP,"Posadas, Argentina: Posadas Airport"
3927,14265,PSX,KPSX,"Palacios, TX: Palacios Municipal"
3928,14266,PSY,SFAL,"Stanley, Falkland Islands (Islas Malvinas): Stanley Airport"
3929,14267,PSZ,SLPS,"Puerto Suarez, Bolivia: Tte Av Salvador Ogaya G International"
3930,14268,PTA,KTPO,"Port Alsworth, AK: Port Alsworth Airport"
3933,14271,PTF,NFFO,"Malolo Lailai, Fiji: Malolo Lailai Airport"
3934,14272,PTG,FAPP,"Polokwane, South Africa: Polokwane International"
3935,14273,PTH,PAPH,"Port Heiden, AK: Port Heiden Airport"
3936,14274,PTJ,YPOD,"Portland, Australia: Portland Airport"
3937,14275,PTK,KPTK,"Pontiac, MI: Oakland County International"
3939,14277,PTN,KPTN,"Patterson, LA: Harry P Williams Memorial"
3940,14278,PTP,TFFR,"Pointe A Pitre, Guadeloupe: Le Raizet"
3942,14280,PTS,KPTS,"Pittsburg, KS: Atkinson Municipal"
3943,14281,PTT,KPTT,"Pratt, KS: Pratt Regional"
3944,14282,PTU,PAPM,"Platinum, AK: Platinum Airport"
3945,14283,PTV,KPTV,"Porterville, CA: Porterville Municipal"
3946,14284,PTW,KPTW,"Pottstown, PA: Heritage Field"
3947,14285,PTX,SKPI,"Pitalito, Colombia: Contador"
3948,14286,PTY,MPTO,"Panama City, Panama: Tocumen International"
3949,14287,PTZ,SESM,"Pastaza, Ecuador: Rio Amazonas"
3950,14288,PUB,KPUB,"Pueblo, CO: Pueblo Memorial"
3951,14289,PUC,KPUC,"Price, UT: Carbon County Regional/Buck Davis Field"
3952,14290,PUD,SAWD,"Puerto Deseado, Argentina: Puerto Deseado Airport"
3953,14291,PUF,LFBP,"Pau, France: Pau Pyrenees"
3954,14292,PUG,YPAG,"Port Augusta, Australia: Port Augusta Airport"
3955,14293,PUJ,MDPC,"Punta Cana, Dominican Republic: Punta Cana International"
3956,14294,PUK,NTGQ,"Pukarua, French Polynesia: Pukarua Airport"
3959,14297,PUQ,SCCI,"Punta Arenas, Chile: Carlos Ibanez del Campo International"
3960,14298,PUR,SLPR,"Puerto Rico, Bolivia: Puerto Rico Airport"
3961,14299,PUS,RKPK,"Busan, South Korea: Gimhae International"
3963,14301,PUU,SKAS,"Puerto Asis, Colombia: Puerto Asis Airport"
3964,14302,PUV,NWWP,"Poum, New Caledonia: Poum Sommet"
3965,14303,PUW,KPUW,"Pullman, WA: Pullman Moscow Regional"
3966,14304,PUY,LDPL,"Pula, Croatia: Pula Airport"
3967,14305,PUZ,MNPC,"Puerto Cabezas, Nicaragua: Puerto Cabezas Airport"
3968,14306,PVC,KPVC,"Provincetown, MA: Provincetown Municipal"
3969,14308,PVF,KPVF,"Placerville, CA: Placerville Airport"
3970,14309,PVG,ZSPD,"Shanghai, China: Pudong"
3971,14310,PVH,SBPV,"Porto Velho, Brazil: Governador Jorge Teixeira de Oliveira"
3972,14313,PVS,UHMD,"Provideniya, Russia: Provideniya Bay"
3973,14314,PVU,KPVU,"Provo, UT: Provo Municipal"
3974,14315,PVW,KPVW,"Plainview, TX: Hale County"
3977,14318,PWA,KPWA,"Oklahoma City, OK: Wiley Post"
3978,14319,PWE,UHMP,"Pevek, Russia: Pevek Airport"
3979,14320,PWK,KPWK,"Chicago, IL: Chicago Executive"
3980,14321,PWM,KPWM,"Portland, ME: Portland International Jetport"
3982,14323,PWT,KPWT,"Bremerton, WA: Bremerton National"
3983,14324,PXM,MMPS,"Puerto Escondido, Mexico: Puerto Escondido International"
3984,14325,PXO,LPPS,"Porto Santo, Portugal: Porto Santo Airport"
3985,14326,PXU,VVPK,"Pleiku, Vietnam: Pleiku Airport"
3986,14327,PYA,SKVL,"Port Ashton, AK: Port Ashton Airport"
3987,14328,PYB,VEJP,"Jeypore, India: Jeypore Airport"
3988,14329,PYH,SVPA,"Puerto Ayacucho, Venezuela: Puerto Ayacucho Airport"
3989,14330,PYJ,UERP,"Polyarnyj, Russia: Polyarnyj Airport"
3991,14332,PYM,KPYM,"Plymouth, MA: Plymouth Municipal"
3992,14333,PYR,LGAD,"Pyrgos, Greece: Andravida"
3993,14334,PZA,SKPZ,"Paz de Ariporo, Colombia: Paz de Ariporo Airport"
3994,14335,PZB,FAPM,"Pietermaritzburg, South Africa: Pietermaritzburg Airport"
3996,14337,PZO,SVPR,"Puerto Ordaz, Venezuela: General Manuel Carlos Piar"
3997,14338,PZU,HSPN,"Port Sudan, Sudan: Port Sudan Airport"
4001,14345,QAK,SBBQ,"Port Clinton, OH: Erie Ottawa International"
4003,14347,LLX,KCDA,"Lyndonville, VT: Caledonia County"
4007,14355,QBC,CYBD,"Bella Coola, Canada: Bella Coola Airport"
4013,14366,QBX,SNOB,"Abilene, KS: Abilene Airport"
4017,14373,ZBR,OIZC,"Chah Bahar, Iran: Konarak"
4021,14379,QDC,SDDR,"Dracena, Brazil: Dracena Airport"
4022,14380,DMM,OEDF,"Dammam, Saudi Arabia: King Fahd International"
4027,14387,QGS,SDUO,"Houghton, MI: Grognet Seaplane Base"
4031,14393,QJB,OEJB,"Jubail, Saudi Arabia: Jubail Airport"
4038,14408,QPG,WSAP,"Singapore, Singapore: Paya Lebar"
4058,14444,WPO,K7V2,"Paonia, CO: North Fork Valley"
4059,14446,RAB,AYTK,"Rabaul, Papua New Guinea: Tokua"
4060,14447,RAC,KRAC,"Racine, WI: Batten International"
4062,14449,RAE,OERR,"Arar, Saudi Arabia: Arar Airport"
4063,14450,RAH,OERF,"Rafha, Saudi Arabia: Rafha Airport"
4064,14451,RAI,GVNP,"Praia, Cape Verde: Praia International"
4065,14452,RAJ,VARK,"Rajkot, India: Rajkot Airport"
