,Code_x,Description,Code_y,City: Airport
269,10283,"Arba Minch, Ethiopia: Arba Minch Airport",AMH,"Arba Minch, Ethiopia: Arba Minch Airport"
270,10284,"Mataram, Indonesia: Selaparang",AMI,"Mataram, Indonesia: Selaparang"
271,10285,"Durango, CO: Animas Air Park",AMK,"Durango, CO: Animas Air Park"
272,10286,"Puerto Armuelles, Panama: Puerto Armuelles Airport",AML,"Puerto Armuelles, Panama: Puerto Armuelles Airport"
273,10287,"Amman, Jordan: Queen Alia International",AMM,"Amman, Jordan: Queen Alia International"
274,10288,"Alma, MI: Gratiot Community",AMN,"Alma, MI: Gratiot Community"
275,10289,"Mao, Chad: Mao Airport",AMO,"Mao, Chad: Mao Airport"
276,10290,"Ampanihy, Madagascar: Ampanihy Airport",AMP,"Ampanihy, Madagascar: Ampanihy Airport"
277,10291,"Ambon, Indonesia: Pattimura",AMQ,"Ambon, Indonesia: Pattimura"
278,10292,"Amsterdam, Netherlands: Schiphol",AMS,"Amsterdam, Netherlands: Schiphol"
279,10294,"Ames, IA: Ames Municipal",AMW,"Ames, IA: Ames Municipal"
280,10295,"Ammaroo, Australia: Ammaroo Station",AMX,"Ammaroo, Australia: Ammaroo Station"
281,10296,"Ambatomainty, Madagascar: Ambatomainty Airport",AMY,"Ambatomainty, Madagascar: Ambatomainty Airport"
282,10297,"Anaheim, CA: Anaheim-Disneyland HP",ANA,"Anaheim, CA: Anaheim-Disneyland HP"
283,10298,"Anniston, AL: Anniston Regional",ANB,"Anniston, AL: Anniston Regional"
284,10299,"Anchorage, AK: Ted Stevens Anchorage International",ANC,"Anchorage, AK: Ted Stevens Anchorage International"
285,10300,"Anderson, SC: Anderson Regional",AND,"Anderson, SC: Anderson Regional"
286,10301,"Angers, France: Angers Marce",ANE,"Angers, France: Angers Marce"
287,10302,"Antofagasta, Chile: Andres Sabella International",ANF,"Antofagasta, Chile: Andres Sabella International"
288,10303,"Angouleme, France: Angouleme Brie Champniers",ANG,"Angouleme, France: Angouleme Brie Champniers"
289,10304,"Aniak, AK: Aniak Airport",ANI,"Aniak, AK: Aniak Airport"
290,10305,"Ankara, Turkey: Etimesgut",ANK,"Ankara, Turkey: Etimesgut"
291,10306,"Antalaha, Madagascar: Antsirabato",ANM,"Antalaha, Madagascar: Antsirabato"
292,10307,"Annette, AK: Annette Island",ANN,"Annette, AK: Annette Island"
293,10308,"Angoche, Mozambique: Angoche Airport",ANO,"Angoche, Mozambique: Angoche Airport"
294,10309,"Annapolis, MD: Lee",ANP,"Annapolis, MD: Lee"
295,10310,"Antwerp, Belgium: Deurne",ANR,"Antwerp, Belgium: Deurne"
296,10311,"Andahuaylas, Peru: Andahuaylas Airport",ANS,"Andahuaylas, Peru: Andahuaylas Airport"
297,10312,"St. Johns, Antigua and Barbuda: V C Bird International",ANU,"St. Johns, Antigua and Barbuda: V C Bird International"
298,10313,"Anvik, AK: Anvik Airport",ANV,"Anvik, AK: Anvik Airport"
299,10314,"Andeness, Norway: Andoya",ANX,"Andeness, Norway: Andoya"
300,10317,"Lima, OH: Lima Allen County",AOH,"Lima, OH: Lima Allen County"
301,10318,"Ancona, Italy: Ancona Falconara",AOI,"Ancona, Italy: Ancona Falconara"
302,10319,"Aomori, Japan: Aomori Airport",AOJ,"Aomori, Japan: Aomori Airport"
303,10320,"Karpathos, Greece: Karpathos Airport",AOK,"Karpathos, Greece: Karpathos Airport"
304,10321,"Paso de Los Libres, Argentina: Paso de Los Libres Airport",AOL,"Paso de Los Libres, Argentina: Paso de Los Libres Airport"
305,10322,"Altoona, PA: Altoona-Blair County",AOO,"Altoona, PA: Altoona-Blair County"
306,10323,"Alor Setar, Malaysia: Sultan Abdul Halim",AOR,"Alor Setar, Malaysia: Sultan Abdul Halim"
307,10324,"Amook Bay, AK: Amook Bay Airport",AOS,"Amook Bay, AK: Amook Bay Airport"
308,10325,"Denver, CO: Centennial",APA,"Denver, CO: Centennial"
309,10326,"Apolo, Bolivia: Apolo Airport",APB,"Apolo, Bolivia: Apolo Airport"
310,10327,"Napa, CA: Napa County",APC,"Napa, CA: Napa County"
311,10328,"San Juan Aposento, Peru: San Juan Aposento Airport",APE,"San Juan Aposento, Peru: San Juan Aposento Airport"
312,10329,"Naples, FL: Naples Municipal",APF,"Naples, FL: Naples Municipal"
313,10330,"Aberdeen, MD: Phillips AAF",APG,"Aberdeen, MD: Phillips AAF"
314,10331,"Apataki, French Polynesia: Apataki Airport",APK,"Apataki, French Polynesia: Apataki Airport"
315,10332,"Nampula, Mozambique: Nampula Airport",APL,"Nampula, Mozambique: Nampula Airport"
316,10333,"Alpena, MI: Alpena County Regional",APN,"Alpena, MI: Alpena County Regional"
317,10334,"Apartado, Colombia: Apartado Airport",APO,"Apartado, Colombia: Apartado Airport"
318,10335,"April River, Papua New Guinea: April River Airport",APR,"April River, Papua New Guinea: April River Airport"
319,10336,"Jasper, TN: Marion County Brown Field",APT,"Jasper, TN: Marion County Brown Field"
320,10337,"Apple Valley, CA: Apple Valley Airport",APV,"Apple Valley, CA: Apple Valley Airport"
321,10338,"Apia, Samoa: Faleolo International",APW,"Apia, Samoa: Faleolo International"
322,10340,"Aqaba, Jordan: King Hussein International",AQJ,"Aqaba, Jordan: King Hussein International"
323,10342,"Arequipa, Peru: Rodriguez Ballon International",AQP,"Arequipa, Peru: Rodriguez Ballon International"
324,10343,"Saqani, Fiji: Saqani Airport",AQS,"Saqani, Fiji: Saqani Airport"
325,10344,"Girdwood, AK: Girdwood Airport",AQY,"Girdwood, AK: Girdwood Airport"
326,10345,"Russellville, AR: Russellville Regional",AR1,"Russellville, AR: Russellville Regional"
327,10346,"Conway, AR: Dennis F Cantrell Field",AR2,"Conway, AR: Dennis F Cantrell Field"
328,10347,"New Iberia, LA: Acadiana Regional",ARA,"New Iberia, LA: Acadiana Regional"
329,10348,"Ann Arbor, MI: Ann Arbor Municipal",ARB,"Ann Arbor, MI: Ann Arbor Municipal"
330,10349,"Arctic Village, AK: Arctic Village Airport",ARC,"Arctic Village, AK: Arctic Village Airport"
331,10350,"Alor, Indonesia: Arcadia Municipal",ARD,"Alor, Indonesia: Arcadia Municipal"
332,10351,"Arecibo, PR: Antonio/Nery/Juarbe Pol",ARE,"Arecibo, PR: Antonio/Nery/Juarbe Pol"
333,10352,"Walnut Ridge, AR: Walnut Ridge Regional",ARG,"Walnut Ridge, AR: Walnut Ridge Regional"
334,10353,"Arkhangelsk, Russia: Talagi",ARH,"Arkhangelsk, Russia: Talagi"
335,10354,"Arica, Chile: Chacalluta",ARI,"Arica, Chile: Chacalluta"
336,10355,"Arusha, Tanzania: Arusha Airport",ARK,"Arusha, Tanzania: Arusha Airport"
337,10356,"Armidale, Australia: Armidale Airport",ARM,"Armidale, Australia: Armidale Airport"
338,10357,"Stockholm, Sweden: Arlanda",ARN,"Stockholm, Sweden: Arlanda"
339,10358,"Aragip, Papua New Guinea: Aragip Airport",ARP,"Aragip, Papua New Guinea: Aragip Airport"
340,10359,"Arauquita, Colombia: Arauquita Airport",ARQ,"Arauquita, Colombia: Arauquita Airport"
341,10360,"Aragarcas, Brazil: Aragarcas Airport",ARS,"Aragarcas, Brazil: Aragarcas Airport"
342,10361,"Watertown, NY: Watertown International",ART,"Watertown, NY: Watertown International"
343,10362,"Aracatuba, Brazil: Aracatuba Airport",ARU,"Aracatuba, Brazil: Aracatuba Airport"
344,10363,"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field",ARV,"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field"
345,10364,"Arad, Romania: Arad International",ARW,"Arad, Romania: Arad International"
346,10365,"Asbury Park, NJ: Asbury Park/Monmouth County",ARX,"Asbury Park, NJ: Asbury Park/Monmouth County"
347,10366,"Ararat, Australia: Ararat Airport",ARY,"Ararat, Australia: Ararat Airport"
348,10367,"N'zeto, Angola: N'zeto Airport",ARZ,"N'zeto, Angola: N'zeto Airport"
349,10368,"Assab, Eritrea: Assab International",ASA,"Assab, Eritrea: Assab International"
350,10369,"Ashgabat, Turkmenistan: Ashgabat Airport",ASB,"Ashgabat, Turkmenistan: Ashgabat Airport"
351,10370,"Ascension, Bolivia: Ascension Airport",ASC,"Ascension, Bolivia: Ascension Airport"
352,10372,"Aspen, CO: Aspen Pitkin County Sardy Field",ASE,"Aspen, CO: Aspen Pitkin County Sardy Field"
353,10373,"Ashburton, New Zealand: Ashburton Airport",ASG,"Ashburton, New Zealand: Ashburton Airport"
354,10374,"Nashua, NH: Boire Field",ASH,"Nashua, NH: Boire Field"
355,10375,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha: Ascension Aux Af",ASI,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha: Ascension Aux Af"
356,10376,"Amami O Shima, Japan: Amami",ASJ,"Amami O Shima, Japan: Amami"
357,10377,"Yamoussoukro, Cote d'Ivoire: Yamoussoukro Airport",ASK,"Yamoussoukro, Cote d'Ivoire: Yamoussoukro Airport"
358,10378,"Marshall, TX: Harrison County",ASL,"Marshall, TX: Harrison County"
359,10379,"Asmara, Eritrea: Asmara International",ASM,"Asmara, Eritrea: Asmara International"
360,10380,"Talladega, AL: Talladega Municipal",ASN,"Talladega, AL: Talladega Municipal"
361,10381,"Asosa, Ethiopia: Asosa Hidase",ASO,"Asosa, Ethiopia: Asosa Hidase"
362,10382,"Alice Springs, Australia: Alice Springs Airport",ASP,"Alice Springs, Australia: Alice Springs Airport"
363,10383,"Austin, NV: Austin Airport",ASQ,"Austin, NV: Austin Airport"
364,10384,"Kayseri, Turkey: Kayseri Airport",ASR,"Kayseri, Turkey: Kayseri Airport"
365,10385,"Astoria/Seaside, OR: Astoria Regional",AST,"Astoria/Seaside, OR: Astoria Regional"
366,10386,"Asuncion, Paraguay: Silvio Pettirossi International",ASU,"Asuncion, Paraguay: Silvio Pettirossi International"
367,10387,"Aswan, Egypt: Aswan International",ASW,"Aswan, Egypt: Aswan International"
368,10388,"Ashland, WI: John F Kennedy Memorial",ASX,"Ashland, WI: John F Kennedy Memorial"
369,10389,"Ashley, ND: Ashley Municipal",ASY,"Ashley, ND: Ashley Municipal"
370,10390,"Anta, Peru: Anta Huaraz",ATA,"Anta, Peru: Anta Huaraz"
371,10391,"Atbara, Sudan: Atbara Airport",ATB,"Atbara, Sudan: Atbara Airport"
372,10392,"Arthur's Town, The Bahamas: Arthur's Town Airport",ATC,"Arthur's Town, The Bahamas: Arthur's Town Airport"
373,10393,"Antlers, OK: Antlers Municipal",ATE,"Antlers, OK: Antlers Municipal"
374,10394,"Athens, Greece: Eleftherios Venizelos International",ATH,"Athens, Greece: Eleftherios Venizelos International"
375,10395,"Artigas, Uruguay: Artigas International",ATI,"Artigas, Uruguay: Artigas International"
376,10396,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial",ATK,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial"
377,10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
378,10398,"Altamira, Brazil: Altamira Airport",ATM,"Altamira, Brazil: Altamira Airport"
379,10399,"Namatanai, Papua New Guinea: Namatanai Airport",ATN,"Namatanai, Papua New Guinea: Namatanai Airport"
380,10400,"Athens, OH: Ohio University",ATO,"Athens, OH: Ohio University"
381,10401,"Aitape, Papua New Guinea: Aitape Airport",ATP,"Aitape, Papua New Guinea: Aitape Airport"
382,10402,"Amritsar, India: Amritsar International",ATQ,"Amritsar, India: Amritsar International"
383,10403,"Atar, Mauritania: Atar Airport",ATR,"Atar, Mauritania: Atar Airport"
384,10404,"Artesia, NM: Artesia Municipal",ATS,"Artesia, NM: Artesia Municipal"
385,10405,"Atmautluak, AK: Atmautluak Airport",ATT,"Atmautluak, AK: Atmautluak Airport"
386,10406,"Attu, AK: Casco Cove CGS",ATU,"Attu, AK: Casco Cove CGS"
387,10407,"Ati, Chad: Ati Airport",ATV,"Ati, Chad: Ati Airport"
388,10408,"Appleton, WI: Appleton International",ATW,"Appleton, WI: Appleton International"
389,10409,"Watertown, SD: Watertown Regional",ATY,"Watertown, SD: Watertown Regional"
390,10410,"Assiut, Egypt: Assiut Airport",ATZ,"Assiut, Egypt: Assiut Airport"
391,10411,"Aruba, Aruba: Reina Beatrix International",AUA,"Aruba, Aruba: Reina Beatrix International"
392,10412,"Arauca, Colombia: Santiago Perez",AUC,"Arauca, Colombia: Santiago Perez"
393,10413,"Augustus Downs, Australia: Augustus Downs Airport",AUD,"Augustus Downs, Australia: Augustus Downs Airport"
394,10414,"Augusta/Waterville, ME: Augusta State",AUG,"Augusta/Waterville, ME: Augusta State"
395,10415,"Abu Dhabi, United Arab Emirates: Abu Dhabi International",AUH,"Abu Dhabi, United Arab Emirates: Abu Dhabi International"
396,10416,"Alakanuk, AK: Alakanuk Airport",AUK,"Alakanuk, AK: Alakanuk Airport"
397,10417,"Austin/Albert Lea, MN: Austin Municipal",AUM,"Austin/Albert Lea, MN: Austin Municipal"
398,10418,"Auburn, CA: Auburn Municipal",AUN,"Auburn, CA: Auburn Municipal"
399,10419,"Auburn, AL: Auburn University Regional",AUO,"Auburn, AL: Auburn University Regional"
400,10420,"Aguan, Papua New Guinea: Aguan Papua N.G.",AUP,"Aguan, Papua New Guinea: Aguan Papua N.G."
401,10421,"Atuona, French Polynesia: Hiva Oa/Atuona",AUQ,"Atuona, French Polynesia: Hiva Oa/Atuona"
402,10422,"Aurillac, France: Aurillac Airport",AUR,"Aurillac, France: Aurillac Airport"
403,10423,"Austin, TX: Austin - Bergstrom International",AUS,"Austin, TX: Austin - Bergstrom International"
404,10423,"Austin, TX: Austin - Bergstrom International",BSM,"Austin, TX: Austin - Bergstrom International"
405,10424,"Wausau, WI: Wausau Downtown",AUW,"Wausau, WI: Wausau Downtown"
406,10425,"Araguaina, Brazil: Araguaina Airport",AUX,"Araguaina, Brazil: Araguaina Airport"
407,10426,"Aneityum, Vanuatu: Aneityum Airport",AUY,"Aneityum, Vanuatu: Aneityum Airport"
408,10427,"Aurora, IL: Aurora Municipal",AUZ,"Aurora, IL: Aurora Municipal"
409,10428,"Aviano, Italy: Aviano AB",AVB,"Aviano, Italy: Aviano AB"
410,10430,"Ciego de Avila, Cuba: Maximo Gomez",AVI,"Ciego de Avila, Cuba: Maximo Gomez"
411,10431,"Asheville, NC: Asheville Regional",AVL,"Asheville, NC: Asheville Regional"
412,10432,"Avignon, France: Avignon Caumont",AVN,"Avignon, France: Avignon Caumont"
413,10433,"Avon Park, FL: Avon Park Executive",AVO,"Avon Park, FL: Avon Park Executive"
414,10434,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"
415,10435,"Avalon, Australia: Avalon Airport",AVV,"Avalon, Australia: Avalon Airport"
416,10436,"Tucson, AZ: Marana Regional",AVW,"Tucson, AZ: Marana Regional"
417,10437,"Avalon, CA: Catalina",AVX,"Avalon, CA: Catalina"
418,10437,"Avalon, CA: Catalina",CIB,"Avalon, CA: Catalina"
419,11001,"Avalon, CA: Catalina",AVX,"Avalon, CA: Catalina"
420,11001,"Avalon, CA: Catalina",CIB,"Avalon, CA: Catalina"
421,10438,"Awasa, Ethiopia: Lake Awasa",AWA,"Awasa, Ethiopia: Lake Awasa"
422,10439,"Wake Island, TT: Wake Island Airfield",AWK,"Wake Island, TT: Wake Island Airfield"
423,10440,"West Memphis, AR: West Memphis Municipal",AWM,"West Memphis, AR: West Memphis Municipal"
424,10441,"Awar, Papua New Guinea: Awar Airport",AWR,"Awar, Papua New Guinea: Awar Airport"
425,10442,"Andrews, TX: Andrews County",AWX,"Andrews, TX: Andrews County"
426,10443,"Ahwaz, Iran: Ahwaz Airport",AWZ,"Ahwaz, Iran: Ahwaz Airport"
427,10444,"The Valley, Anguilla: Clayton J Lloyd",AXA,"The Valley, Anguilla: Clayton J Lloyd"
428,10445,"Alexandria Bay, NY: Maxson Airfield",AXB,"Alexandria Bay, NY: Maxson Airfield"
429,10446,"Aramac, Australia: Aramac Airport",AXC,"Aramac, Australia: Aramac Airport"
430,10447,"Alexandroupolis, Greece: Dimokritos",AXD,"Alexandroupolis, Greece: Dimokritos"
431,10448,"Armenia, Colombia: El Eden",AXM,"Armenia, Colombia: El Eden"
432,10449,"Alexandria, MN: Chandler Field",AXN,"Alexandria, MN: Chandler Field"
433,10450,"Spring Point, The Bahamas: Spring Point Airport",AXP,"Spring Point, The Bahamas: Spring Point Airport"
434,10451,"Altus, OK: Altus/Quartz Mountain Regional",AXS,"Altus, OK: Altus/Quartz Mountain Regional"
435,10452,"Akita, Japan: Akita Airport",AXT,"Akita, Japan: Akita Airport"
436,10453,"Axum, Ethiopia: Axum Atse Yohannes IV",AXU,"Axum, Ethiopia: Axum Atse Yohannes IV"
437,10454,"Wapakoneta, OH: Neil Armstrong",AXV,"Wapakoneta, OH: Neil Armstrong"
438,10455,"Eagle Nest, NM: Angel Fire",AXX,"Eagle Nest, NM: Angel Fire"
439,10456,"Anthony Lagoon, Australia: Anthony Lagoon Airport",AYL,"Anthony Lagoon, Australia: Anthony Lagoon Airport"
440,10457,"Ayacucho, Peru: Coronel FAP Alfredo Mendivil Duarte",AYP,"Ayacucho, Peru: Coronel FAP Alfredo Mendivil Duarte"
441,10458,"Ayers Rock, Australia: Ayers Rock Connellan",AYQ,"Ayers Rock, Australia: Ayers Rock Connellan"
442,10459,"Ayr, Australia: Ayr Airport",AYR,"Ayr, Australia: Ayr Airport"
443,10460,"Waycross, GA: Waycross-Ware County",AYS,"Waycross, GA: Waycross-Ware County"
444,10461,"Antalya, Turkey: Antalya Airport",AYT,"Antalya, Turkey: Antalya Airport"
445,10462,"Ayawasi, Indonesia: Ayawasi Airport",AYW,"Ayawasi, Indonesia: Ayawasi Airport"
446,10463,"Grand Canyon, AZ: Valle",AZ1,"Grand Canyon, AZ: Valle"
447,10464,"Williams, AZ: H. A. Clark Memorial Field",AZ2,"Williams, AZ: H. A. Clark Memorial Field"
448,10465,"Glendale, AZ: Glendale Municipal",AZ3,"Glendale, AZ: Glendale Municipal"
449,10466,"Phoenix, AZ: Phoenix - Mesa Gateway",AZA,"Phoenix, AZ: Phoenix - Mesa Gateway"
450,10468,"Apatzingan, Mexico: Pablo L. Sidar",AZG,"Apatzingan, Mexico: Pablo L. Sidar"
451,10469,"Kalamazoo, MI: Kalamazoo/Battle Creek International",AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International"
452,10470,"Samana, Dominican Republic: El Catey International",AZS,"Samana, Dominican Republic: El Catey International"
453,10471,"Biddeford, ME: Biddeford Municipal",B19,"Biddeford, ME: Biddeford Municipal"
454,10472,"Carrabassett, ME: Sugarloaf Regional",B21,"Carrabassett, ME: Sugarloaf Regional"
455,10473,"Bialla, Papua New Guinea: Bialla Airport",BAA,"Bialla, Papua New Guinea: Bialla Airport"
456,10474,"Marysville, CA: Beale AFB",BAB,"Marysville, CA: Beale AFB"
457,10475,"Barranca de Upia, Colombia: Barranca de Upia Airport",BAC,"Barranca de Upia, Colombia: Barranca de Upia Airport"
458,10476,"Shreveport, LA: Barksdale AFB",BAD,"Shreveport, LA: Barksdale AFB"
459,10477,"Barcelonnette, France: Barcelonnette Airport",BAE,"Barcelonnette, France: Barcelonnette Airport"
460,10478,"Westfield, MA: Westfield Barnes Regional",BAF,"Westfield, MA: Westfield Barnes Regional"
461,10479,"Baguio, Philippines: Baguio Airport",BAG,"Baguio, Philippines: Baguio Airport"
462,10480,"Manama, Bahrain: Bahrain International",BAH,"Manama, Bahrain: Bahrain International"
463,10481,"Buenos Aires, Costa Rica: Buenos Aires Airport",BAI,"Buenos Aires, Costa Rica: Buenos Aires Airport"
464,10482,"Baku, Azerbaijan: Heydar Aliyev International",GYD,"Baku, Azerbaijan: Heydar Aliyev International"
465,10483,"Batman, Turkey: Batman Airport",BAL,"Batman, Turkey: Batman Airport"
466,10484,"Battle Mountain, NV: Battle Mountain Airport",BAM,"Battle Mountain, NV: Battle Mountain Airport"
467,10485,"Ban Mak Khaeng, Thailand: Udorn AB",BAO,"Ban Mak Khaeng, Thailand: Udorn AB"
468,10486,"Barranquilla, Colombia: Ernesto Cortissoz",BAQ,"Barranquilla, Colombia: Ernesto Cortissoz"
469,10487,"Baker Island, AK: Baker AAF",BAR,"Baker Island, AK: Baker AAF"
470,10489,"Bauru, Brazil: Bauru-Arealva",BAU,"Bauru, Brazil: Bauru-Arealva"
471,10490,"Baotou, China: Baotou Airport",BAV,"Baotou, China: Baotou Airport"
472,10491,"Barnaul, Russia: Mikhaylovka",BAX,"Barnaul, Russia: Mikhaylovka"
473,10492,"Baia Mare, Romania: Maramures",BAY,"Baia Mare, Romania: Maramures"
474,10493,"Balmaceda, Chile: Balmaceda Airport",BBA,"Balmaceda, Chile: Balmaceda Airport"
475,10494,"Bay City, TX: Bay City Regional",BBC,"Bay City, TX: Bay City Regional"
476,10495,"Burlington, MA: N Eng Heliport",BBF,"Burlington, MA: N Eng Heliport"
477,10498,"Berbera, Somalia: Berbera International",BBO,"Berbera, Somalia: Berbera International"
478,10499,"Barbuda, Antigua and Barbuda: Cocoa Point",BBQ,"Barbuda, Antigua and Barbuda: Cocoa Point"
479,10500,"Basse Terre, Guadeloupe: Baillif",BBR,"Basse Terre, Guadeloupe: Baillif"
480,10501,"Blackbushe, United Kingdom: Blackbushe Airport",BBS,"Blackbushe, United Kingdom: Blackbushe Airport"
481,10502,"Berberati, Central African Republic: Berberati Airport",BBT,"Berberati, Central African Republic: Berberati Airport"
482,10503,"Bucharest, Romania: Baneasa Aurel Vlaicu",BBU,"Bucharest, Romania: Baneasa Aurel Vlaicu"
483,10504,"Blue Bell, PA: Wings Field",BBX,"Blue Bell, PA: Wings Field"
484,10505,"Bambari, Central African Republic: Bambari Airport",BBY,"Bambari, Central African Republic: Bambari Airport"
485,10506,"Zambezi, Zambia: Zambezi Airport",BBZ,"Zambezi, Zambia: Zambezi Airport"
486,10507,"Baracoa, Cuba: Gustavo Rizo",BCA,"Baracoa, Cuba: Gustavo Rizo"
487,10509,"Bear Creek, AK: Bear Creek Airport",BCC,"Bear Creek, AK: Bear Creek Airport"
488,10510,"Bacolod, Philippines: Bacolod Airport",BCD,"Bacolod, Philippines: Bacolod Airport"
489,16398,"Bacolod, Philippines: Bacolod Airport",BCD,"Bacolod, Philippines: Bacolod Airport"
490,10511,"Bryce Canyon, UT: Bryce Canyon Airport",BCE,"Bryce Canyon, UT: Bryce Canyon Airport"
491,10513,"Barcaldine, Australia: Barcaldine Airport",BCI,"Barcaldine, Australia: Barcaldine Airport"
492,10514,"Crestone, CO: Baca Grande",BCJ,"Crestone, CO: Baca Grande"
493,10515,"Barra del Colorado, Costa Rica: Barra del Colorado Airport",BCL,"Barra del Colorado, Costa Rica: Barra del Colorado Airport"
494,10516,"Bacau, Romania: George Enescu Bacau International",BCM,"Bacau, Romania: George Enescu Bacau International"
495,10517,"Barcelona, Spain: Barcelona Airport",BCN,"Barcelona, Spain: Barcelona Airport"
496,10518,"Belle Chasse, LA: Southern Seaplane",BCS,"Belle Chasse, LA: Southern Seaplane"
